S,K,tau,r,q,price,expiry,days,moneyness,bucket
751.280029296875,784.0,0.08493150684931507,0.0369000005722045,-0.012149920012419789,1.415,2026-08-07,31,-0.04173465650908801,OTM
751.280029296875,790.0,0.08493150684931507,0.0369000005722045,-0.012149920012419789,0.81,2026-08-07,31,-0.049012621143196204,OTM
751.280029296875,800.0,0.08493150684931507,0.0369000005722045,-0.012149920012419789,0.33,2026-08-07,31,-0.06089996337890625,OTM
751.280029296875,810.0,0.08493150684931507,0.0369000005722045,-0.012149920012419789,0.155,2026-08-07,31,-0.07249379099151235,OTM
751.280029296875,820.0,0.08493150684931507,0.0369000005722045,-0.012149920012419789,0.08499999999999999,2026-08-07,31,-0.08380484232088414,OTM
751.280029296875,830.0,0.08493150684931507,0.0369000005722045,-0.012149920012419789,0.055,2026-08-07,31,-0.09484333819653615,OTM
751.280029296875,715.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,43.86,2026-08-14,38,0.05074129971590909,ITM
751.280029296875,730.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,30.945,2026-08-14,38,0.02915072506421233,ATM
751.280029296875,734.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,27.71,2026-08-14,38,0.023542274246423706,ATM
751.280029296875,738.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,24.045,2026-08-14,38,0.01799461964346206,ATM
751.280029296875,741.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,22.310000000000002,2026-08-14,38,0.01387318393640351,ATM
751.280029296875,743.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,20.814999999999998,2026-08-14,38,0.011144050197678331,ATM
751.280029296875,745.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,19.63,2026-08-14,38,0.008429569526006712,ATM
751.280029296875,747.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,17.990000000000002,2026-08-14,38,0.00572962422607095,ATM
751.280029296875,749.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,17.1,2026-08-14,38,0.003044097859646195,ATM
751.280029296875,751.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,15.375,2026-08-14,38,0.00037287522886151795,ATM
751.280029296875,753.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,14.129999999999999,2026-08-14,38,-0.0022841576402722443,ATM
751.280029296875,755.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,12.935,2026-08-14,38,-0.004927113514072848,ATM
751.280029296875,757.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,11.8,2026-08-14,38,-0.007556103967140027,ATM
751.280029296875,759.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,10.719999999999999,2026-08-14,38,-0.010171239398056654,ATM
751.280029296875,761.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,9.695,2026-08-14,38,-0.012772629044842313,ATM
751.280029296875,770.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,5.859999999999999,2026-08-14,38,-0.024311650263798702,ATM
751.280029296875,780.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,3.0149999999999997,2026-08-14,38,-0.036820475260416666,OTM
751.280029296875,790.0,0.10410958904109589,0.0369000005722045,-0.010096195177746847,1.4049999999999998,2026-08-14,38,-0.049012621143196204,OTM
751.280029296875,684.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,73.735,2026-08-21,45,0.0983626159311038,ITM
751.280029296875,686.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,71.845,2026-08-21,45,0.09516039256104228,ITM
751.280029296875,688.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,69.94999999999999,2026-08-21,45,0.09197678676871367,ITM
751.280029296875,690.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,68.0,2026-08-21,45,0.08881163666213768,ITM
751.280029296875,692.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,66.19,2026-08-21,45,0.08566478222091763,ITM
751.280029296875,694.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,64.32,2026-08-21,45,0.08253606526927233,ITM
751.280029296875,696.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,62.46,2026-08-21,45,0.07942532944953305,ITM
751.280029296875,698.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,60.605000000000004,2026-08-21,45,0.07633242019609598,ITM
751.280029296875,700.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,58.685,2026-08-21,45,0.07325718470982143,ITM
751.280029296875,702.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,56.925,2026-08-21,45,0.07019947193287036,ITM
751.280029296875,704.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,55.09,2026-08-21,45,0.06715913252397017,ITM
751.280029296875,706.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,53.275000000000006,2026-08-21,45,0.06413601883410057,ITM
751.280029296875,708.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,51.465,2026-08-21,45,0.06112998488259181,ITM
751.280029296875,710.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,49.435,2026-08-21,45,0.05814088633362676,ITM
751.280029296875,712.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,47.875,2026-08-21,45,0.055168580473139044,ITM
751.280029296875,714.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,46.1,2026-08-21,45,0.05221292618609944,ITM
751.280029296875,716.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,44.345,2026-08-21,45,0.04927378393418296,ITM
751.280029296875,718.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,42.59,2026-08-21,45,0.04635101573380919,ITM
751.280029296875,720.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,40.86,2026-08-21,45,0.04344448513454861,ITM
751.280029296875,722.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,39.15,2026-08-21,45,0.040554057197887815,ITM
751.280029296875,724.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,37.45,2026-08-21,45,0.037679598476346686,ITM
751.280029296875,726.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,35.769999999999996,2026-08-21,45,0.034820976992940775,ITM
751.280029296875,728.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,34.11,2026-08-21,45,0.031978062220982144,ITM
751.280029296875,730.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,32.485,2026-08-21,45,0.02915072506421233,ATM
751.280029296875,732.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,30.86,2026-08-21,45,0.026338837837260928,ATM
751.280029296875,734.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,29.235,2026-08-21,45,0.023542274246423706,ATM
751.280029296875,736.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,27.67,2026-08-21,45,0.020760909370754078,ATM
751.280029296875,738.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,26.134999999999998,2026-08-21,45,0.01799461964346206,ATM
751.280029296875,740.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,24.625,2026-08-21,45,0.015243282833614865,ATM
751.280029296875,742.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,23.200000000000003,2026-08-21,45,0.012506778028133422,ATM
751.280029296875,744.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,21.645,2026-08-21,45,0.0097849856140793,ATM
751.280029296875,746.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,20.32,2026-08-21,45,0.007077787261226542,ATM
751.280029296875,748.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,18.9,2026-08-21,45,0.0043850659049131015,ATM
751.280029296875,750.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,17.625,2026-08-21,45,0.0017067057291666667,ATM
751.280029296875,752.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,16.39,2026-08-21,45,-0.0009574078499002659,ATM
751.280029296875,754.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,15.15,2026-08-21,45,-0.0036073882004310346,ATM
751.280029296875,756.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,13.969999999999999,2026-08-21,45,-0.006243347490906085,ATM
751.280029296875,758.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,12.84,2026-08-21,45,-0.008865396705969657,ATM
751.280029296875,760.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,11.76,2026-08-21,45,-0.011473645662006579,ATM
751.280029296875,762.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,10.74,2026-08-21,45,-0.014068203022473753,ATM
751.280029296875,764.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,9.77,2026-08-21,45,-0.016649176312990836,ATM
751.280029296875,766.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,8.86,2026-08-21,45,-0.019216671936194515,ATM
751.280029296875,768.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,8.01,2026-08-21,45,-0.021770795186360676,ATM
751.280029296875,770.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,7.210000000000001,2026-08-21,45,-0.024311650263798702,ATM
751.280029296875,772.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,6.470000000000001,2026-08-21,45,-0.02683934028902202,ATM
751.280029296875,774.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,5.779999999999999,2026-08-21,45,-0.029353967316698967,ATM
751.280029296875,776.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,5.15,2026-08-21,45,-0.03185563234938789,OTM
751.280029296875,778.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,4.574999999999999,2026-08-21,45,-0.03434443535106041,OTM
751.280029296875,780.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,4.045,2026-08-21,45,-0.036820475260416666,OTM
751.280029296875,782.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,3.565,2026-08-21,45,-0.03928385000399617,OTM
751.280029296875,784.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,3.135,2026-08-21,45,-0.04173465650908801,OTM
751.280029296875,786.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,2.745,2026-08-21,45,-0.04417299071644402,OTM
751.280029296875,788.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,2.395,2026-08-21,45,-0.04659894759279822,OTM
751.280029296875,790.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,2.09,2026-08-21,45,-0.049012621143196204,OTM
751.280029296875,792.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,1.815,2026-08-21,45,-0.051414104423137624,OTM
751.280029296875,794.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,1.57,2026-08-21,45,-0.053803489550535266,OTM
751.280029296875,796.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,1.36,2026-08-21,45,-0.05618086771749372,OTM
751.280029296875,798.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,1.1749999999999998,2026-08-21,45,-0.05854632920191103,OTM
751.280029296875,800.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,1.01,2026-08-21,45,-0.06089996337890625,OTM
751.280029296875,810.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,0.495,2026-08-21,45,-0.07249379099151235,OTM
751.280029296875,820.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,0.265,2026-08-21,45,-0.08380484232088414,OTM
751.280029296875,830.0,0.1232876712328767,0.0369000005722045,-0.008670260389731108,0.155,2026-08-21,45,-0.09484333819653615,OTM
751.280029296875,684.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,75.22999999999999,2026-08-31,55,0.0983626159311038,ITM
751.280029296875,686.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,66.295,2026-08-31,55,0.09516039256104228,ITM
751.280029296875,688.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,71.49000000000001,2026-08-31,55,0.09197678676871367,ITM
751.280029296875,690.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,69.63499999999999,2026-08-31,55,0.08881163666213768,ITM
751.280029296875,692.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,67.78,2026-08-31,55,0.08566478222091763,ITM
751.280029296875,694.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,65.935,2026-08-31,55,0.08253606526927233,ITM
751.280029296875,696.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,64.095,2026-08-31,55,0.07942532944953305,ITM
751.280029296875,698.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,62.265,2026-08-31,55,0.07633242019609598,ITM
751.280029296875,700.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,60.475,2026-08-31,55,0.07325718470982143,ITM
751.280029296875,702.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,58.625,2026-08-31,55,0.07019947193287036,ITM
751.280029296875,704.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,56.82,2026-08-31,55,0.06715913252397017,ITM
751.280029296875,706.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,55.03,2026-08-31,55,0.06413601883410057,ITM
751.280029296875,708.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,53.245000000000005,2026-08-31,55,0.06112998488259181,ITM
751.280029296875,710.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,51.474999999999994,2026-08-31,55,0.05814088633362676,ITM
751.280029296875,712.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,49.71,2026-08-31,55,0.055168580473139044,ITM
751.280029296875,714.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,47.965,2026-08-31,55,0.05221292618609944,ITM
751.280029296875,716.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,46.230000000000004,2026-08-31,55,0.04927378393418296,ITM
751.280029296875,718.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,44.51,2026-08-31,55,0.04635101573380919,ITM
751.280029296875,720.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,42.825,2026-08-31,55,0.04344448513454861,ITM
751.280029296875,722.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,41.120000000000005,2026-08-31,55,0.040554057197887815,ITM
751.280029296875,724.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,39.44,2026-08-31,55,0.037679598476346686,ITM
751.280029296875,726.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,37.79,2026-08-31,55,0.034820976992940775,ITM
751.280029296875,728.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,36.155,2026-08-31,55,0.031978062220982144,ITM
751.280029296875,730.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,34.56,2026-08-31,55,0.02915072506421233,ATM
751.280029296875,732.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,32.95,2026-08-31,55,0.026338837837260928,ATM
751.280029296875,734.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,31.325,2026-08-31,55,0.023542274246423706,ATM
751.280029296875,736.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,29.759999999999998,2026-08-31,55,0.020760909370754078,ATM
751.280029296875,738.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,28.244999999999997,2026-08-31,55,0.01799461964346206,ATM
751.280029296875,740.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,26.795,2026-08-31,55,0.015243282833614865,ATM
751.280029296875,742.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,25.295,2026-08-31,55,0.012506778028133422,ATM
751.280029296875,744.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,23.875,2026-08-31,55,0.0097849856140793,ATM
751.280029296875,746.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,22.48,2026-08-31,55,0.007077787261226542,ATM
751.280029296875,748.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,21.125,2026-08-31,55,0.0043850659049131015,ATM
751.280029296875,750.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,19.775,2026-08-31,55,0.0017067057291666667,ATM
751.280029296875,752.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,18.525,2026-08-31,55,-0.0009574078499002659,ATM
751.280029296875,754.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,17.314999999999998,2026-08-31,55,-0.0036073882004310346,ATM
751.280029296875,756.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,16.115000000000002,2026-08-31,55,-0.006243347490906085,ATM
751.280029296875,758.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,14.965,2026-08-31,55,-0.008865396705969657,ATM
751.280029296875,760.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,13.86,2026-08-31,55,-0.011473645662006579,ATM
751.280029296875,762.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,12.805,2026-08-31,55,-0.014068203022473753,ATM
751.280029296875,764.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,11.795,2026-08-31,55,-0.016649176312990836,ATM
751.280029296875,766.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,10.84,2026-08-31,55,-0.019216671936194515,ATM
751.280029296875,768.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,9.93,2026-08-31,55,-0.021770795186360676,ATM
751.280029296875,770.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,9.08,2026-08-31,55,-0.024311650263798702,ATM
751.280029296875,772.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,8.27,2026-08-31,55,-0.02683934028902202,ATM
751.280029296875,774.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,7.52,2026-08-31,55,-0.029353967316698967,ATM
751.280029296875,776.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,6.82,2026-08-31,55,-0.03185563234938789,OTM
751.280029296875,778.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,6.165,2026-08-31,55,-0.03434443535106041,OTM
751.280029296875,780.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,5.5600000000000005,2026-08-31,55,-0.036820475260416666,OTM
751.280029296875,782.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,5.0,2026-08-31,55,-0.03928385000399617,OTM
751.280029296875,784.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,4.49,2026-08-31,55,-0.04173465650908801,OTM
751.280029296875,786.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,4.02,2026-08-31,55,-0.04417299071644402,OTM
751.280029296875,788.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,3.59,2026-08-31,55,-0.04659894759279822,OTM
751.280029296875,790.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,3.1950000000000003,2026-08-31,55,-0.049012621143196204,OTM
751.280029296875,792.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,2.8449999999999998,2026-08-31,55,-0.051414104423137624,OTM
751.280029296875,794.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,2.525,2026-08-31,55,-0.053803489550535266,OTM
751.280029296875,796.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,2.2350000000000003,2026-08-31,55,-0.05618086771749372,OTM
751.280029296875,798.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,1.975,2026-08-31,55,-0.05854632920191103,OTM
751.280029296875,800.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,1.74,2026-08-31,55,-0.06089996337890625,OTM
751.280029296875,810.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,0.92,2026-08-31,55,-0.07249379099151235,OTM
751.280029296875,820.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,0.505,2026-08-31,55,-0.08380484232088414,OTM
751.280029296875,830.0,0.1506849315068493,0.0369000005722045,-0.006913560692730837,0.3,2026-08-31,55,-0.09484333819653615,OTM
751.280029296875,684.0,0.2,0.0369000005722045,-0.002554152376773179,78.065,2026-09-18,73,0.0983626159311038,ITM
751.280029296875,686.0,0.2,0.0369000005722045,-0.002554152376773179,76.22999999999999,2026-09-18,73,0.09516039256104228,ITM
751.280029296875,689.0,0.2,0.0369000005722045,-0.002554152376773179,73.49000000000001,2026-09-18,73,0.09039191479952831,ITM
751.280029296875,691.0,0.2,0.0369000005722045,-0.002554152376773179,71.66499999999999,2026-09-18,73,0.08723593241226484,ITM
751.280029296875,695.0,0.2,0.0369000005722045,-0.002554152376773179,67.83,2026-09-18,73,0.08097845941996402,ITM
751.280029296875,697.0,0.2,0.0369000005722045,-0.002554152376773179,66.265,2026-09-18,73,0.07787665609307748,ITM
751.280029296875,699.0,0.2,0.0369000005722045,-0.002554152376773179,64.475,2026-09-18,73,0.07479260271369814,ITM
751.280029296875,701.0,0.2,0.0369000005722045,-0.002554152376773179,62.705,2026-09-18,73,0.07172614735645506,ITM
751.280029296875,703.0,0.2,0.0369000005722045,-0.002554152376773179,60.935,2026-09-18,73,0.06867713982485775,ITM
751.280029296875,705.0,0.2,0.0369000005722045,-0.002554152376773179,59.16,2026-09-18,73,0.06564543162677305,ITM
751.280029296875,707.0,0.2,0.0369000005722045,-0.002554152376773179,57.425,2026-09-18,73,0.06263087595031824,ITM
751.280029296875,709.0,0.2,0.0369000005722045,-0.002554152376773179,55.685,2026-09-18,73,0.0596333276401622,ITM
751.280029296875,711.0,0.2,0.0369000005722045,-0.002554152376773179,53.96,2026-09-18,73,0.05665264317422644,ITM
751.280029296875,713.0,0.2,0.0369000005722045,-0.002554152376773179,52.254999999999995,2026-09-18,73,0.0536886806407784,ITM
751.280029296875,715.0,0.2,0.0369000005722045,-0.002554152376773179,50.555,2026-09-18,73,0.05074129971590909,ITM
751.280029296875,717.0,0.2,0.0369000005722045,-0.002554152376773179,48.864999999999995,2026-09-18,73,0.04781036164138772,ITM
751.280029296875,719.0,0.2,0.0369000005722045,-0.002554152376773179,47.19,2026-09-18,73,0.04489572920288595,ITM
751.280029296875,721.0,0.2,0.0369000005722045,-0.002554152376773179,45.535,2026-09-18,73,0.0419972667085645,ITM
751.280029296875,723.0,0.2,0.0369000005722045,-0.002554152376773179,43.894999999999996,2026-09-18,73,0.039114839968015215,ITM
751.280029296875,725.0,0.2,0.0369000005722045,-0.002554152376773179,42.06,2026-09-18,73,0.03624831627155172,ITM
751.280029296875,727.0,0.2,0.0369000005722045,-0.002554152376773179,40.655,2026-09-18,73,0.033397564369841815,ITM
